id,split,image,mask,is_manip,case
train_000547,train,images/train/train_000547.jpg,masks/train/train_000547.png,1,1b7ua0
train_000548,train,images/train/train_000548.jpg,masks/train/train_000548.png,1,1b7ua0
train_000549,train,images/train/train_000549.jpg,masks/train/train_000549.png,1,1b7ua0
train_000550,train,images/train/train_000550.jpg,masks/train/train_000550.png,1,1b7ua0
train_000551,train,images/train/train_000551.jpg,masks/train/train_000551.png,1,1b7ua0
train_000552,train,images/train/train_000552.jpg,masks/train/train_000552.png,0,1b8r7b
train_000553,train,images/train/train_000553.jpg,masks/train/train_000553.png,1,1b8r7b
train_000554,train,images/train/train_000554.jpg,masks/train/train_000554.png,1,1b8r7b
train_000555,train,images/train/train_000555.jpg,masks/train/train_000555.png,1,1b8r7b
train_000556,train,images/train/train_000556.jpg,masks/train/train_000556.png,1,1b8r7b
train_000557,train,images/train/train_000557.jpg,masks/train/train_000557.png,1,1b8r7b
train_000558,train,images/train/train_000558.jpg,masks/train/train_000558.png,1,1b8r7b
train_000559,train,images/train/train_000559.jpg,masks/train/train_000559.png,1,1b8r7b
train_000560,train,images/train/train_000560.jpg,masks/train/train_000560.png,1,1b8r7b
train_000561,train,images/train/train_000561.jpg,masks/train/train_000561.png,1,1b8r7b
train_000562,train,images/train/train_000562.jpg,masks/train/train_000562.png,1,1b8r7b
train_000563,train,images/train/train_000563.jpg,masks/train/train_000563.png,1,1b8r7b
train_000564,train,images/train/train_000564.jpg,masks/train/train_000564.png,1,1b8r7b
train_000565,train,images/train/train_000565.jpg,masks/train/train_000565.png,1,1b8r7b
train_000566,train,images/train/train_000566.jpg,masks/train/train_000566.png,1,1b8r7b
train_000567,train,images/train/train_000567.jpg,masks/train/train_000567.png,1,1b8r7b
train_000568,train,images/train/train_000568.jpg,masks/train/train_000568.png,1,1b8r7b
train_000569,train,images/train/train_000569.jpg,masks/train/train_000569.png,1,1b8r7b
train_000570,train,images/train/train_000570.jpg,masks/train/train_000570.png,1,1b8r7b
train_000571,train,images/train/train_000571.jpg,masks/train/train_000571.png,1,1b8r7b
train_000572,train,images/train/train_000572.jpg,masks/train/train_000572.png,1,1b8r7b
train_000573,train,images/train/train_000573.jpg,masks/train/train_000573.png,1,1b8r7b
train_000574,train,images/train/train_000574.jpg,masks/train/train_000574.png,1,1b8r7b
train_000575,train,images/train/train_000575.jpg,masks/train/train_000575.png,1,1b8r7b
train_000576,train,images/train/train_000576.jpg,masks/train/train_000576.png,1,1b8r7b
train_000577,train,images/train/train_000577.jpg,masks/train/train_000577.png,1,1b8r7b
train_000578,train,images/train/train_000578.jpg,masks/train/train_000578.png,1,1b8r7b
train_000579,train,images/train/train_000579.jpg,masks/train/train_000579.png,1,1b8r7b
train_000580,train,images/train/train_000580.jpg,masks/train/train_000580.png,1,1b8r7b
train_000581,train,images/train/train_000581.jpg,masks/train/train_000581.png,1,1b8r7b
train_000582,train,images/train/train_000582.jpg,masks/train/train_000582.png,1,1b8r7b
train_000583,train,images/train/train_000583.jpg,masks/train/train_000583.png,1,1b8r7b
train_000584,train,images/train/train_000584.jpg,masks/train/train_000584.png,1,1b8r7b
train_000585,train,images/train/train_000585.jpg,masks/train/train_000585.png,1,1b8r7b
train_000586,train,images/train/train_000586.jpg,masks/train/train_000586.png,1,1b8r7b
train_000587,train,images/train/train_000587.jpg,masks/train/train_000587.png,1,1b8r7b
train_000588,train,images/train/train_000588.jpg,masks/train/train_000588.png,1,1b8r7b
train_000589,train,images/train/train_000589.jpg,masks/train/train_000589.png,1,1b8r7b
train_000590,train,images/train/train_000590.jpg,masks/train/train_000590.png,1,1b8r7b
train_000591,train,images/train/train_000591.jpg,masks/train/train_000591.png,1,1b8r7b
train_000592,train,images/train/train_000592.jpg,masks/train/train_000592.png,1,1b8r7b
train_000593,train,images/train/train_000593.jpg,masks/train/train_000593.png,1,1b8r7b
train_000594,train,images/train/train_000594.jpg,masks/train/train_000594.png,1,1b8r7b
train_000595,train,images/train/train_000595.jpg,masks/train/train_000595.png,1,1b8r7b
train_000596,train,images/train/train_000596.jpg,masks/train/train_000596.png,0,1b921i
train_000597,train,images/train/train_000597.jpg,masks/train/train_000597.png,1,1b921i
train_000598,train,images/train/train_000598.jpg,masks/train/train_000598.png,1,1b921i
val_000599,val,images/val/val_000599.jpg,masks/val/val_000599.png,0,1b9l65
val_000600,val,images/val/val_000600.jpg,masks/val/val_000600.png,1,1b9l65
val_000601,val,images/val/val_000601.jpg,masks/val/val_000601.png,1,1b9l65
train_000602,train,images/train/train_000602.jpg,masks/train/train_000602.png,0,1b9lyb
train_000603,train,images/train/train_000603.jpg,masks/train/train_000603.png,1,1b9lyb
train_000604,train,images/train/train_000604.jpg,masks/train/train_000604.png,1,1b9lyb
train_000605,train,images/train/train_000605.jpg,masks/train/train_000605.png,0,1b9qko
train_000606,train,images/train/train_000606.jpg,masks/train/train_000606.png,1,1b9qko
val_000607,val,images/val/val_000607.jpg,masks/val/val_000607.png,0,1b9voq
val_000608,val,images/val/val_000608.jpg,masks/val/val_000608.png,1,1b9voq
val_000609,val,images/val/val_000609.jpg,masks/val/val_000609.png,1,1b9voq
val_000610,val,images/val/val_000610.jpg,masks/val/val_000610.png,1,1b9voq
train_000611,train,images/train/train_000611.jpg,masks/train/train_000611.png,0,1bafx4
train_000612,train,images/train/train_000612.jpg,masks/train/train_000612.png,1,1bafx4
train_000613,train,images/train/train_000613.jpg,masks/train/train_000613.png,1,1bafx4
train_000614,train,images/train/train_000614.jpg,masks/train/train_000614.png,0,1bajww
train_000615,train,images/train/train_000615.jpg,masks/train/train_000615.png,1,1bajww
train_000616,train,images/train/train_000616.jpg,masks/train/train_000616.png,1,1bajww
train_000617,train,images/train/train_000617.jpg,masks/train/train_000617.png,1,1bajww
train_000618,train,images/train/train_000618.jpg,masks/train/train_000618.png,0,1batnk
train_000619,train,images/train/train_000619.jpg,masks/train/train_000619.png,1,1batnk
train_000620,train,images/train/train_000620.jpg,masks/train/train_000620.png,1,1batnk
train_000621,train,images/train/train_000621.jpg,masks/train/train_000621.png,1,1batnk
train_000622,train,images/train/train_000622.jpg,masks/train/train_000622.png,1,1batnk
train_000623,train,images/train/train_000623.jpg,masks/train/train_000623.png,1,1batnk
train_000624,train,images/train/train_000624.jpg,masks/train/train_000624.png,1,1batnk
train_000625,train,images/train/train_000625.jpg,masks/train/train_000625.png,1,1batnk
train_000626,train,images/train/train_000626.jpg,masks/train/train_000626.png,1,1batnk
train_000627,train,images/train/train_000627.jpg,masks/train/train_000627.png,1,1batnk
train_000628,train,images/train/train_000628.jpg,masks/train/train_000628.png,1,1batnk
train_000629,train,images/train/train_000629.jpg,masks/train/train_000629.png,1,1batnk
train_000630,train,images/train/train_000630.jpg,masks/train/train_000630.png,1,1batnk
train_000631,train,images/train/train_000631.jpg,masks/train/train_000631.png,0,1bawri
train_000632,train,images/train/train_000632.jpg,masks/train/train_000632.png,1,1bawri
train_000633,train,images/train/train_000633.jpg,masks/train/train_000633.png,0,1bax4h
train_000634,train,images/train/train_000634.jpg,masks/train/train_000634.png,1,1bax4h
train_000635,train,images/train/train_000635.jpg,masks/train/train_000635.png,1,1bax4h
train_000636,train,images/train/train_000636.jpg,masks/train/train_000636.png,1,1bax4h
train_000637,train,images/train/train_000637.jpg,masks/train/train_000637.png,1,1bax4h
train_000638,train,images/train/train_000638.jpg,masks/train/train_000638.png,1,1bax4h
train_000639,train,images/train/train_000639.jpg,masks/train/train_000639.png,1,1bax4h
val_000640,val,images/val/val_000640.jpg,masks/val/val_000640.png,0,1bbmcy
val_000641,val,images/val/val_000641.jpg,masks/val/val_000641.png,1,1bbmcy
val_000642,val,images/val/val_000642.jpg,masks/val/val_000642.png,1,1bbmcy
val_000643,val,images/val/val_000643.jpg,masks/val/val_000643.png,1,1bbmcy
val_000644,val,images/val/val_000644.jpg,masks/val/val_000644.png,1,1bbmcy
train_000645,train,images/train/train_000645.jpg,masks/train/train_000645.png,0,1bbpcg
train_000646,train,images/train/train_000646.jpg,masks/train/train_000646.png,1,1bbpcg
train_000647,train,images/train/train_000647.jpg,masks/train/train_000647.png,1,1bbpcg
train_000648,train,images/train/train_000648.jpg,masks/train/train_000648.png,1,1bbpcg
train_000649,train,images/train/train_000649.jpg,masks/train/train_000649.png,1,1bbpcg
train_000650,train,images/train/train_000650.jpg,masks/train/train_000650.png,1,1bbpcg
train_000651,train,images/train/train_000651.jpg,masks/train/train_000651.png,0,1bbszb
train_000652,train,images/train/train_000652.jpg,masks/train/train_000652.png,1,1bbszb
train_000653,train,images/train/train_000653.jpg,masks/train/train_000653.png,1,1bbszb
val_000654,val,images/val/val_000654.jpg,masks/val/val_000654.png,0,1bbuj9
val_000655,val,images/val/val_000655.jpg,masks/val/val_000655.png,1,1bbuj9
val_000656,val,images/val/val_000656.jpg,masks/val/val_000656.png,1,1bbuj9
val_000657,val,images/val/val_000657.jpg,masks/val/val_000657.png,1,1bbuj9
val_000658,val,images/val/val_000658.jpg,masks/val/val_000658.png,1,1bbuj9
val_000659,val,images/val/val_000659.jpg,masks/val/val_000659.png,1,1bbuj9
val_000660,val,images/val/val_000660.jpg,masks/val/val_000660.png,1,1bbuj9
val_000661,val,images/val/val_000661.jpg,masks/val/val_000661.png,1,1bbuj9
val_000662,val,images/val/val_000662.jpg,masks/val/val_000662.png,1,1bbuj9
val_000663,val,images/val/val_000663.jpg,masks/val/val_000663.png,1,1bbuj9
val_000664,val,images/val/val_000664.jpg,masks/val/val_000664.png,1,1bbuj9
val_000665,val,images/val/val_000665.jpg,masks/val/val_000665.png,1,1bbuj9
val_000666,val,images/val/val_000666.jpg,masks/val/val_000666.png,1,1bbuj9
val_000667,val,images/val/val_000667.jpg,masks/val/val_000667.png,1,1bbuj9
val_000668,val,images/val/val_000668.jpg,masks/val/val_000668.png,0,1bcy4k
val_000669,val,images/val/val_000669.jpg,masks/val/val_000669.png,1,1bcy4k
val_000670,val,images/val/val_000670.jpg,masks/val/val_000670.png,1,1bcy4k
val_000671,val,images/val/val_000671.jpg,masks/val/val_000671.png,1,1bcy4k
val_000672,val,images/val/val_000672.jpg,masks/val/val_000672.png,1,1bcy4k
val_000673,val,images/val/val_000673.jpg,masks/val/val_000673.png,1,1bcy4k
val_000674,val,images/val/val_000674.jpg,masks/val/val_000674.png,1,1bcy4k
val_000675,val,images/val/val_000675.jpg,masks/val/val_000675.png,1,1bcy4k
val_000676,val,images/val/val_000676.jpg,masks/val/val_000676.png,1,1bcy4k
val_000677,val,images/val/val_000677.jpg,masks/val/val_000677.png,1,1bcy4k
val_000678,val,images/val/val_000678.jpg,masks/val/val_000678.png,1,1bcy4k
val_000679,val,images/val/val_000679.jpg,masks/val/val_000679.png,1,1bcy4k
val_000680,val,images/val/val_000680.jpg,masks/val/val_000680.png,0,1bczrg
val_000681,val,images/val/val_000681.jpg,masks/val/val_000681.png,1,1bczrg
train_000682,train,images/train/train_000682.jpg,masks/train/train_000682.png,0,1bd4lv
train_000683,train,images/train/train_000683.jpg,masks/train/train_000683.png,1,1bd4lv
val_000684,val,images/val/val_000684.jpg,masks/val/val_000684.png,0,1bek0p
val_000685,val,images/val/val_000685.jpg,masks/val/val_000685.png,1,1bek0p
val_000686,val,images/val/val_000686.jpg,masks/val/val_000686.png,1,1bek0p
val_000687,val,images/val/val_000687.jpg,masks/val/val_000687.png,1,1bek0p
val_000688,val,images/val/val_000688.jpg,masks/val/val_000688.png,1,1bek0p
val_000689,val,images/val/val_000689.jpg,masks/val/val_000689.png,1,1bek0p
val_000690,val,images/val/val_000690.jpg,masks/val/val_000690.png,1,1bek0p
val_000691,val,images/val/val_000691.jpg,masks/val/val_000691.png,1,1bek0p
val_000692,val,images/val/val_000692.jpg,masks/val/val_000692.png,1,1bek0p
val_000693,val,images/val/val_000693.jpg,masks/val/val_000693.png,1,1bek0p
val_000694,val,images/val/val_000694.jpg,masks/val/val_000694.png,1,1bek0p
val_000695,val,images/val/val_000695.jpg,masks/val/val_000695.png,1,1bek0p
val_000696,val,images/val/val_000696.jpg,masks/val/val_000696.png,1,1bek0p
train_000697,train,images/train/train_000697.jpg,masks/train/train_000697.png,0,1bfbnf
train_000698,train,images/train/train_000698.jpg,masks/train/train_000698.png,1,1bfbnf
train_000699,train,images/train/train_000699.jpg,masks/train/train_000699.png,1,1bfbnf
train_000700,train,images/train/train_000700.jpg,masks/train/train_000700.png,1,1bfbnf
train_000701,train,images/train/train_000701.jpg,masks/train/train_000701.png,1,1bfbnf
train_000702,train,images/train/train_000702.jpg,masks/train/train_000702.png,1,1bfbnf
train_000703,train,images/train/train_000703.jpg,masks/train/train_000703.png,1,1bfbnf
train_000704,train,images/train/train_000704.jpg,masks/train/train_000704.png,1,1bfbnf
train_000705,train,images/train/train_000705.jpg,masks/train/train_000705.png,1,1bfbnf
train_000706,train,images/train/train_000706.jpg,masks/train/train_000706.png,1,1bfbnf
train_000707,train,images/train/train_000707.jpg,masks/train/train_000707.png,1,1bfbnf
train_000708,train,images/train/train_000708.jpg,masks/train/train_000708.png,1,1bfbnf
train_000709,train,images/train/train_000709.jpg,masks/train/train_000709.png,1,1bfbnf
val_000710,val,images/val/val_000710.jpg,masks/val/val_000710.png,0,1bh7u3
val_000711,val,images/val/val_000711.jpg,masks/val/val_000711.png,1,1bh7u3
train_000712,train,images/train/train_000712.jpg,masks/train/train_000712.png,0,1bigvi
train_000713,train,images/train/train_000713.jpg,masks/train/train_000713.png,1,1bigvi
train_000714,train,images/train/train_000714.jpg,masks/train/train_000714.png,1,1bigvi
train_000715,train,images/train/train_000715.jpg,masks/train/train_000715.png,1,1bigvi
train_000716,train,images/train/train_000716.jpg,masks/train/train_000716.png,1,1bigvi
train_000717,train,images/train/train_000717.jpg,masks/train/train_000717.png,1,1bigvi
train_000718,train,images/train/train_000718.jpg,masks/train/train_000718.png,1,1bigvi
train_000719,train,images/train/train_000719.jpg,masks/train/train_000719.png,1,1bigvi
train_000720,train,images/train/train_000720.jpg,masks/train/train_000720.png,1,1bigvi
train_000721,train,images/train/train_000721.jpg,masks/train/train_000721.png,1,1bigvi
train_000722,train,images/train/train_000722.jpg,masks/train/train_000722.png,1,1bigvi
train_000723,train,images/train/train_000723.jpg,masks/train/train_000723.png,1,1bigvi
train_000724,train,images/train/train_000724.jpg,masks/train/train_000724.png,1,1bigvi
train_000725,train,images/train/train_000725.jpg,masks/train/train_000725.png,1,1bigvi
train_000726,train,images/train/train_000726.jpg,masks/train/train_000726.png,1,1bigvi
train_000727,train,images/train/train_000727.jpg,masks/train/train_000727.png,1,1bigvi
train_000728,train,images/train/train_000728.jpg,masks/train/train_000728.png,1,1bigvi
train_000729,train,images/train/train_000729.jpg,masks/train/train_000729.png,1,1bigvi
train_000730,train,images/train/train_000730.jpg,masks/train/train_000730.png,1,1bigvi
train_000731,train,images/train/train_000731.jpg,masks/train/train_000731.png,0,1bircs
train_000732,train,images/train/train_000732.jpg,masks/train/train_000732.png,1,1bircs
val_000733,val,images/val/val_000733.jpg,masks/val/val_000733.png,0,1bj1te
val_000734,val,images/val/val_000734.jpg,masks/val/val_000734.png,1,1bj1te
val_000735,val,images/val/val_000735.jpg,masks/val/val_000735.png,1,1bj1te
val_000736,val,images/val/val_000736.jpg,masks/val/val_000736.png,1,1bj1te
val_000737,val,images/val/val_000737.jpg,masks/val/val_000737.png,1,1bj1te
train_000738,train,images/train/train_000738.jpg,masks/train/train_000738.png,0,1bjy9b
train_000739,train,images/train/train_000739.jpg,masks/train/train_000739.png,1,1bjy9b
train_000740,train,images/train/train_000740.jpg,masks/train/train_000740.png,1,1bjy9b
train_000741,train,images/train/train_000741.jpg,masks/train/train_000741.png,1,1bjy9b
train_000742,train,images/train/train_000742.jpg,masks/train/train_000742.png,1,1bjy9b
train_000743,train,images/train/train_000743.jpg,masks/train/train_000743.png,1,1bjy9b
train_000744,train,images/train/train_000744.jpg,masks/train/train_000744.png,0,1bk4a1
train_000745,train,images/train/train_000745.jpg,masks/train/train_000745.png,1,1bk4a1
train_000746,train,images/train/train_000746.jpg,masks/train/train_000746.png,0,1bkkyo
train_000747,train,images/train/train_000747.jpg,masks/train/train_000747.png,1,1bkkyo
train_000748,train,images/train/train_000748.jpg,masks/train/train_000748.png,1,1bkkyo
train_000749,train,images/train/train_000749.jpg,masks/train/train_000749.png,0,1bl2e5
train_000750,train,images/train/train_000750.jpg,masks/train/train_000750.png,1,1bl2e5
train_000751,train,images/train/train_000751.jpg,masks/train/train_000751.png,1,1bl2e5
train_000752,train,images/train/train_000752.jpg,masks/train/train_000752.png,1,1bl2e5
train_000753,train,images/train/train_000753.jpg,masks/train/train_000753.png,1,1bl2e5
train_000754,train,images/train/train_000754.jpg,masks/train/train_000754.png,1,1bl2e5
train_000755,train,images/train/train_000755.jpg,masks/train/train_000755.png,1,1bl2e5
train_000756,train,images/train/train_000756.jpg,masks/train/train_000756.png,1,1bl2e5
train_000757,train,images/train/train_000757.jpg,masks/train/train_000757.png,0,1bl55t
train_000758,train,images/train/train_000758.jpg,masks/train/train_000758.png,1,1bl55t
train_000759,train,images/train/train_000759.jpg,masks/train/train_000759.png,1,1bl55t
train_000760,train,images/train/train_000760.jpg,masks/train/train_000760.png,1,1bl55t
train_000761,train,images/train/train_000761.jpg,masks/train/train_000761.png,1,1bl55t
train_000762,train,images/train/train_000762.jpg,masks/train/train_000762.png,1,1bl55t
train_000763,train,images/train/train_000763.jpg,masks/train/train_000763.png,1,1bl55t
train_000764,train,images/train/train_000764.jpg,masks/train/train_000764.png,1,1bl55t
train_000765,train,images/train/train_000765.jpg,masks/train/train_000765.png,1,1bl55t
train_000766,train,images/train/train_000766.jpg,masks/train/train_000766.png,1,1bl55t
train_000767,train,images/train/train_000767.jpg,masks/train/train_000767.png,1,1bl55t
train_000768,train,images/train/train_000768.jpg,masks/train/train_000768.png,1,1bl55t
train_000769,train,images/train/train_000769.jpg,masks/train/train_000769.png,1,1bl55t
train_000770,train,images/train/train_000770.jpg,masks/train/train_000770.png,1,1bl55t
train_000771,train,images/train/train_000771.jpg,masks/train/train_000771.png,1,1bl55t
train_000772,train,images/train/train_000772.jpg,masks/train/train_000772.png,1,1bl55t
train_000773,train,images/train/train_000773.jpg,masks/train/train_000773.png,1,1bl55t
train_000774,train,images/train/train_000774.jpg,masks/train/train_000774.png,1,1bl55t
train_000775,train,images/train/train_000775.jpg,masks/train/train_000775.png,1,1bl55t
train_000776,train,images/train/train_000776.jpg,masks/train/train_000776.png,1,1bl55t
train_000777,train,images/train/train_000777.jpg,masks/train/train_000777.png,1,1bl55t
train_000778,train,images/train/train_000778.jpg,masks/train/train_000778.png,1,1bl55t
train_000779,train,images/train/train_000779.jpg,masks/train/train_000779.png,1,1bl55t
train_000780,train,images/train/train_000780.jpg,masks/train/train_000780.png,1,1bl55t
val_000781,val,images/val/val_000781.jpg,masks/val/val_000781.png,0,1bluhu
val_000782,val,images/val/val_000782.jpg,masks/val/val_000782.png,1,1bluhu
val_000783,val,images/val/val_000783.jpg,masks/val/val_000783.png,1,1bluhu
val_000784,val,images/val/val_000784.jpg,masks/val/val_000784.png,1,1bluhu
val_000785,val,images/val/val_000785.jpg,masks/val/val_000785.png,1,1bluhu
train_000786,train,images/train/train_000786.jpg,masks/train/train_000786.png,0,1bmqiu
train_000787,train,images/train/train_000787.jpg,masks/train/train_000787.png,1,1bmqiu
train_000788,train,images/train/train_000788.jpg,masks/train/train_000788.png,1,1bmqiu
train_000789,train,images/train/train_000789.jpg,masks/train/train_000789.png,1,1bmqiu
train_000790,train,images/train/train_000790.jpg,masks/train/train_000790.png,1,1bmqiu
train_000791,train,images/train/train_000791.jpg,masks/train/train_000791.png,1,1bmqiu
train_000792,train,images/train/train_000792.jpg,masks/train/train_000792.png,1,1bmqiu
train_000793,train,images/train/train_000793.jpg,masks/train/train_000793.png,0,1bnjhf
train_000794,train,images/train/train_000794.jpg,masks/train/train_000794.png,1,1bnjhf
train_000795,train,images/train/train_000795.jpg,masks/train/train_000795.png,1,1bnjhf
train_000796,train,images/train/train_000796.jpg,masks/train/train_000796.png,0,1bnwrt
train_000797,train,images/train/train_000797.jpg,masks/train/train_000797.png,1,1bnwrt
train_000798,train,images/train/train_000798.jpg,masks/train/train_000798.png,1,1bnwrt
train_000799,train,images/train/train_000799.jpg,masks/train/train_000799.png,1,1bnwrt
train_000800,train,images/train/train_000800.jpg,masks/train/train_000800.png,0,1boa89
train_000801,train,images/train/train_000801.jpg,masks/train/train_000801.png,1,1boa89
train_000802,train,images/train/train_000802.jpg,masks/train/train_000802.png,1,1boa89
train_000803,train,images/train/train_000803.jpg,masks/train/train_000803.png,1,1boa89
train_000804,train,images/train/train_000804.jpg,masks/train/train_000804.png,0,1boevu
train_000805,train,images/train/train_000805.jpg,masks/train/train_000805.png,1,1boevu
train_000806,train,images/train/train_000806.jpg,masks/train/train_000806.png,1,1boevu
train_000807,train,images/train/train_000807.jpg,masks/train/train_000807.png,1,1boevu
train_000808,train,images/train/train_000808.jpg,masks/train/train_000808.png,1,1boevu
train_000809,train,images/train/train_000809.jpg,masks/train/train_000809.png,0,1bojj1
train_000810,train,images/train/train_000810.jpg,masks/train/train_000810.png,1,1bojj1
train_000811,train,images/train/train_000811.jpg,masks/train/train_000811.png,1,1bojj1
train_000812,train,images/train/train_000812.jpg,masks/train/train_000812.png,1,1bojj1
train_000813,train,images/train/train_000813.jpg,masks/train/train_000813.png,1,1bojj1
train_000814,train,images/train/train_000814.jpg,masks/train/train_000814.png,1,1bojj1
train_000815,train,images/train/train_000815.jpg,masks/train/train_000815.png,1,1bojj1
train_000816,train,images/train/train_000816.jpg,masks/train/train_000816.png,1,1bojj1
train_000817,train,images/train/train_000817.jpg,masks/train/train_000817.png,1,1bojj1
train_000818,train,images/train/train_000818.jpg,masks/train/train_000818.png,1,1bojj1
train_000819,train,images/train/train_000819.jpg,masks/train/train_000819.png,1,1bojj1
train_000820,train,images/train/train_000820.jpg,masks/train/train_000820.png,1,1bojj1
train_000821,train,images/train/train_000821.jpg,masks/train/train_000821.png,1,1bojj1
train_000822,train,images/train/train_000822.jpg,masks/train/train_000822.png,1,1bojj1
train_000823,train,images/train/train_000823.jpg,masks/train/train_000823.png,0,1bp14r
train_000824,train,images/train/train_000824.jpg,masks/train/train_000824.png,1,1bp14r
train_000825,train,images/train/train_000825.jpg,masks/train/train_000825.png,0,1bq750
train_000826,train,images/train/train_000826.jpg,masks/train/train_000826.png,1,1bq750
train_000827,train,images/train/train_000827.jpg,masks/train/train_000827.png,1,1bq750
train_000828,train,images/train/train_000828.jpg,masks/train/train_000828.png,1,1bq750
train_000829,train,images/train/train_000829.jpg,masks/train/train_000829.png,1,1bq750
train_000830,train,images/train/train_000830.jpg,masks/train/train_000830.png,0,1bqaw1
train_000831,train,images/train/train_000831.jpg,masks/train/train_000831.png,1,1bqaw1
train_000832,train,images/train/train_000832.jpg,masks/train/train_000832.png,1,1bqaw1
train_000833,train,images/train/train_000833.jpg,masks/train/train_000833.png,1,1bqaw1
train_000834,train,images/train/train_000834.jpg,masks/train/train_000834.png,1,1bqaw1
train_000835,train,images/train/train_000835.jpg,masks/train/train_000835.png,1,1bqaw1
train_000836,train,images/train/train_000836.jpg,masks/train/train_000836.png,1,1bqaw1
train_000837,train,images/train/train_000837.jpg,masks/train/train_000837.png,1,1bqaw1
train_000838,train,images/train/train_000838.jpg,masks/train/train_000838.png,1,1bqaw1
train_000839,train,images/train/train_000839.jpg,masks/train/train_000839.png,1,1bqaw1
train_000840,train,images/train/train_000840.jpg,masks/train/train_000840.png,1,1bqaw1
train_000841,train,images/train/train_000841.jpg,masks/train/train_000841.png,1,1bqaw1
train_000842,train,images/train/train_000842.jpg,masks/train/train_000842.png,1,1bqaw1
train_000843,train,images/train/train_000843.jpg,masks/train/train_000843.png,1,1bqaw1
train_000844,train,images/train/train_000844.jpg,masks/train/train_000844.png,1,1bqaw1
train_000845,train,images/train/train_000845.jpg,masks/train/train_000845.png,1,1bqaw1
train_000846,train,images/train/train_000846.jpg,masks/train/train_000846.png,1,1bqaw1
val_000847,val,images/val/val_000847.jpg,masks/val/val_000847.png,0,1bqcx4
val_000848,val,images/val/val_000848.jpg,masks/val/val_000848.png,1,1bqcx4
val_000849,val,images/val/val_000849.jpg,masks/val/val_000849.png,0,1bqic5
val_000850,val,images/val/val_000850.jpg,masks/val/val_000850.png,1,1bqic5
val_000851,val,images/val/val_000851.jpg,masks/val/val_000851.png,1,1bqic5
val_000852,val,images/val/val_000852.jpg,masks/val/val_000852.png,1,1bqic5
val_000853,val,images/val/val_000853.jpg,masks/val/val_000853.png,1,1bqic5
val_000854,val,images/val/val_000854.jpg,masks/val/val_000854.png,1,1bqic5
val_000855,val,images/val/val_000855.jpg,masks/val/val_000855.png,1,1bqic5
val_000856,val,images/val/val_000856.jpg,masks/val/val_000856.png,1,1bqic5
val_000857,val,images/val/val_000857.jpg,masks/val/val_000857.png,1,1bqic5
val_000858,val,images/val/val_000858.jpg,masks/val/val_000858.png,1,1bqic5
val_000859,val,images/val/val_000859.jpg,masks/val/val_000859.png,1,1bqic5
val_000860,val,images/val/val_000860.jpg,masks/val/val_000860.png,1,1bqic5
val_000861,val,images/val/val_000861.jpg,masks/val/val_000861.png,1,1bqic5
val_000862,val,images/val/val_000862.jpg,masks/val/val_000862.png,1,1bqic5
val_000863,val,images/val/val_000863.jpg,masks/val/val_000863.png,1,1bqic5
train_000864,train,images/train/train_000864.jpg,masks/train/train_000864.png,0,1brd95
train_000865,train,images/train/train_000865.jpg,masks/train/train_000865.png,1,1brd95
train_000866,train,images/train/train_000866.jpg,masks/train/train_000866.png,1,1brd95
train_000867,train,images/train/train_000867.jpg,masks/train/train_000867.png,1,1brd95
train_000868,train,images/train/train_000868.jpg,masks/train/train_000868.png,1,1brd95
train_000869,train,images/train/train_000869.jpg,masks/train/train_000869.png,1,1brd95
train_000870,train,images/train/train_000870.jpg,masks/train/train_000870.png,0,1bri83
train_000871,train,images/train/train_000871.jpg,masks/train/train_000871.png,1,1bri83
train_000872,train,images/train/train_000872.jpg,masks/train/train_000872.png,1,1bri83
train_000873,train,images/train/train_000873.jpg,masks/train/train_000873.png,1,1bri83
train_000874,train,images/train/train_000874.jpg,masks/train/train_000874.png,1,1bri83
train_000875,train,images/train/train_000875.jpg,masks/train/train_000875.png,1,1bri83
train_000876,train,images/train/train_000876.jpg,masks/train/train_000876.png,1,1bri83
train_000877,train,images/train/train_000877.jpg,masks/train/train_000877.png,0,1brscw
train_000878,train,images/train/train_000878.jpg,masks/train/train_000878.png,1,1brscw
train_000879,train,images/train/train_000879.jpg,masks/train/train_000879.png,1,1brscw
train_000880,train,images/train/train_000880.jpg,masks/train/train_000880.png,1,1brscw
train_000881,train,images/train/train_000881.jpg,masks/train/train_000881.png,1,1brscw
train_000882,train,images/train/train_000882.jpg,masks/train/train_000882.png,1,1brscw
val_000883,val,images/val/val_000883.jpg,masks/val/val_000883.png,0,1bs5ew
val_000884,val,images/val/val_000884.jpg,masks/val/val_000884.png,1,1bs5ew
val_000885,val,images/val/val_000885.jpg,masks/val/val_000885.png,1,1bs5ew
train_000886,train,images/train/train_000886.jpg,masks/train/train_000886.png,0,1bsc5v
train_000887,train,images/train/train_000887.jpg,masks/train/train_000887.png,1,1bsc5v
train_000888,train,images/train/train_000888.jpg,masks/train/train_000888.png,1,1bsc5v
train_000889,train,images/train/train_000889.jpg,masks/train/train_000889.png,1,1bsc5v
train_000890,train,images/train/train_000890.jpg,masks/train/train_000890.png,1,1bsc5v
train_000891,train,images/train/train_000891.jpg,masks/train/train_000891.png,1,1bsc5v
train_000892,train,images/train/train_000892.jpg,masks/train/train_000892.png,1,1bsc5v
